source,group,repository,revision,sample_offset_or_method,row_id,task_grounding,substantive_progress,evidence_and_correction,ending_and_handoff,training_signal,total,severe_defects,source_median,source_grade
penfever-traces/qwen35-122b-32k/nl2bash-tasks-cleaned-oracle,Penfever Qwen 3.5 122B 32K,penfever/nl2bash-tasks-cleaned-oracle-qwen3.5-122b-32k-traces,3c5283c,43,47,2,2,0,2,1,7,,7.0,B
penfever-traces/qwen35-122b-32k/nl2bash-tasks-cleaned-oracle,Penfever Qwen 3.5 122B 32K,penfever/nl2bash-tasks-cleaned-oracle-qwen3.5-122b-32k-traces,3c5283c,43,48,2,2,0,2,1,7,,7.0,B
penfever-traces/qwen35-122b-32k/nl2bash-tasks-cleaned-oracle,Penfever Qwen 3.5 122B 32K,penfever/nl2bash-tasks-cleaned-oracle-qwen3.5-122b-32k-traces,3c5283c,43,49,2,2,0,2,1,7,,7.0,B
penfever-traces/qwen35-122b-32k/nl2bash-tasks-cleaned-oracle,Penfever Qwen 3.5 122B 32K,penfever/nl2bash-tasks-cleaned-oracle-qwen3.5-122b-32k-traces,3c5283c,43,50,2,2,0,2,1,7,,7.0,B
penfever-traces/qwen35-122b-32k/nl2bash-tasks-cleaned-oracle,Penfever Qwen 3.5 122B 32K,penfever/nl2bash-tasks-cleaned-oracle-qwen3.5-122b-32k-traces,3c5283c,43,51,2,2,0,2,1,7,,7.0,B
penfever-traces/qwen35-122b-32k/nl2bash-tasks-cleaned-oracle,Penfever Qwen 3.5 122B 32K,penfever/nl2bash-tasks-cleaned-oracle-qwen3.5-122b-32k-traces,3c5283c,43,52,2,2,0,2,1,7,,7.0,B
penfever-traces/qwen35-122b-32k/selfinstruct-naive-sandboxes-2-verified,Penfever Qwen 3.5 122B 32K,penfever/selfinstruct-naive-sandboxes-2-verified-qwen3.5-122b-32k-traces,721ec85,80,81,2,2,1,2,1,8,,7.0,B
penfever-traces/qwen35-122b-32k/selfinstruct-naive-sandboxes-2-verified,Penfever Qwen 3.5 122B 32K,penfever/selfinstruct-naive-sandboxes-2-verified-qwen3.5-122b-32k-traces,721ec85,80,82,2,2,0,2,1,7,,7.0,B
penfever-traces/qwen35-122b-32k/selfinstruct-naive-sandboxes-2-verified,Penfever Qwen 3.5 122B 32K,penfever/selfinstruct-naive-sandboxes-2-verified-qwen3.5-122b-32k-traces,721ec85,80,83,2,2,0,2,1,7,,7.0,B
penfever-traces/qwen35-122b-32k/selfinstruct-naive-sandboxes-2-verified,Penfever Qwen 3.5 122B 32K,penfever/selfinstruct-naive-sandboxes-2-verified-qwen3.5-122b-32k-traces,721ec85,80,84,2,2,0,2,1,7,,7.0,B
penfever-traces/qwen35-122b-32k/selfinstruct-naive-sandboxes-2-verified,Penfever Qwen 3.5 122B 32K,penfever/selfinstruct-naive-sandboxes-2-verified-qwen3.5-122b-32k-traces,721ec85,80,85,2,2,0,2,1,7,,7.0,B
penfever-traces/qwen35-122b-32k/selfinstruct-naive-sandboxes-2-verified,Penfever Qwen 3.5 122B 32K,penfever/selfinstruct-naive-sandboxes-2-verified-qwen3.5-122b-32k-traces,721ec85,80,86,2,2,1,2,1,8,,7.0,B
penfever-traces/qwen35-122b-32k/selfinstruct-naive-sandboxes-2-verified,Penfever Qwen 3.5 122B 32K,penfever/selfinstruct-naive-sandboxes-2-verified-qwen3.5-122b-32k-traces,721ec85,80,87,2,2,0,2,1,7,,7.0,B
penfever-traces/qwen35-122b-32k/selfinstruct-naive-sandboxes-2-verified,Penfever Qwen 3.5 122B 32K,penfever/selfinstruct-naive-sandboxes-2-verified-qwen3.5-122b-32k-traces,721ec85,80,88,2,2,0,2,1,7,,7.0,B
penfever-traces/qwen35-122b-32k/selfinstruct-naive-sandboxes-2-verified,Penfever Qwen 3.5 122B 32K,penfever/selfinstruct-naive-sandboxes-2-verified-qwen3.5-122b-32k-traces,721ec85,80,89,2,2,1,2,1,8,,7.0,B
penfever-traces/qwen35-122b-32k/selfinstruct-naive-sandboxes-2-verified,Penfever Qwen 3.5 122B 32K,penfever/selfinstruct-naive-sandboxes-2-verified-qwen3.5-122b-32k-traces,721ec85,80,91,2,2,0,2,1,7,,7.0,B
penfever-traces/qwen35-122b-32k/swesmith-oracle-filtered,Penfever Qwen 3.5 122B 32K,penfever/swesmith-oracle-filtered-qwen3.5-122b-32k-traces,b3ebb72,16,16,2,2,0,1,1,6,,6.0,C
penfever-traces/qwen35-122b-32k/swesmith-oracle-filtered,Penfever Qwen 3.5 122B 32K,penfever/swesmith-oracle-filtered-qwen3.5-122b-32k-traces,b3ebb72,16,17,2,2,0,1,1,6,,6.0,C
penfever-traces/qwen35-122b-32k/swesmith-oracle-filtered,Penfever Qwen 3.5 122B 32K,penfever/swesmith-oracle-filtered-qwen3.5-122b-32k-traces,b3ebb72,16,18,2,2,1,1,1,7,,6.0,C
penfever-traces/qwen35-122b-32k/swesmith-oracle-filtered,Penfever Qwen 3.5 122B 32K,penfever/swesmith-oracle-filtered-qwen3.5-122b-32k-traces,b3ebb72,16,19,2,2,0,1,1,6,,6.0,C
penfever-traces/qwen35-122b-32k/swesmith-oracle-filtered,Penfever Qwen 3.5 122B 32K,penfever/swesmith-oracle-filtered-qwen3.5-122b-32k-traces,b3ebb72,16,20,2,2,0,1,1,6,,6.0,C
penfever-traces/qwen35-122b-32k/swesmith-oracle-filtered,Penfever Qwen 3.5 122B 32K,penfever/swesmith-oracle-filtered-qwen3.5-122b-32k-traces,b3ebb72,16,21,2,2,0,1,1,6,,6.0,C
penfever-traces/qwen35-122b-32k/swesmith-oracle-filtered,Penfever Qwen 3.5 122B 32K,penfever/swesmith-oracle-filtered-qwen3.5-122b-32k-traces,b3ebb72,16,22,2,2,1,1,1,7,,6.0,C
penfever-traces/qwen35-122b-32k/swesmith-oracle-filtered,Penfever Qwen 3.5 122B 32K,penfever/swesmith-oracle-filtered-qwen3.5-122b-32k-traces,b3ebb72,16,24,2,2,2,2,1,9,,6.0,C
penfever-traces/qwen35-122b-32k/swesmith-oracle-filtered,Penfever Qwen 3.5 122B 32K,penfever/swesmith-oracle-filtered-qwen3.5-122b-32k-traces,b3ebb72,16,25,2,2,1,2,1,8,,6.0,C
penfever-traces/qwen35-122b-32k/swesmith-oracle-filtered,Penfever Qwen 3.5 122B 32K,penfever/swesmith-oracle-filtered-qwen3.5-122b-32k-traces,b3ebb72,16,26,2,2,0,1,1,6,,6.0,C
penfever-traces/glm52-terminus2/exp_rpt_crosscodeeval-csharp-v4,Penfever GLM 5.2 Terminus 2,penfever/glm52-datagen-r11-18-crosscodeeval-csharp-traces,e9a20ea,60,60,2,2,1,2,1,8,,8.0,B
penfever-traces/glm52-terminus2/exp_rpt_crosscodeeval-csharp-v4,Penfever GLM 5.2 Terminus 2,penfever/glm52-datagen-r11-18-crosscodeeval-csharp-traces,e9a20ea,60,61,2,2,1,2,2,9,,8.0,B
penfever-traces/glm52-terminus2/exp_rpt_crosscodeeval-csharp-v4,Penfever GLM 5.2 Terminus 2,penfever/glm52-datagen-r11-18-crosscodeeval-csharp-traces,e9a20ea,60,62,2,2,0,2,2,8,,8.0,B
penfever-traces/glm52-terminus2/exp_rpt_crosscodeeval-csharp-v4,Penfever GLM 5.2 Terminus 2,penfever/glm52-datagen-r11-18-crosscodeeval-csharp-traces,e9a20ea,60,63,2,2,1,2,1,8,,8.0,B
penfever-traces/glm52-terminus2/exp_rpt_crosscodeeval-csharp-v4,Penfever GLM 5.2 Terminus 2,penfever/glm52-datagen-r11-18-crosscodeeval-csharp-traces,e9a20ea,60,64,2,2,1,2,2,9,,8.0,B
penfever-traces/glm52-terminus2/exp_rpt_crosscodeeval-csharp-v4,Penfever GLM 5.2 Terminus 2,penfever/glm52-datagen-r11-18-crosscodeeval-csharp-traces,e9a20ea,60,65,2,2,1,2,1,8,,8.0,B
penfever-traces/glm52-terminus2/exp_rpt_crosscodeeval-csharp-v4,Penfever GLM 5.2 Terminus 2,penfever/glm52-datagen-r11-18-crosscodeeval-csharp-traces,e9a20ea,60,66,2,2,1,2,2,9,,8.0,B
penfever-traces/glm52-terminus2/exp_rpt_crosscodeeval-csharp-v4,Penfever GLM 5.2 Terminus 2,penfever/glm52-datagen-r11-18-crosscodeeval-csharp-traces,e9a20ea,60,67,2,2,1,2,1,8,,8.0,B
penfever-traces/glm52-terminus2/exp_rpt_crosscodeeval-csharp-v4,Penfever GLM 5.2 Terminus 2,penfever/glm52-datagen-r11-18-crosscodeeval-csharp-traces,e9a20ea,60,68,2,2,1,2,1,8,,8.0,B
penfever-traces/glm52-terminus2/exp_rpt_crosscodeeval-csharp-v4,Penfever GLM 5.2 Terminus 2,penfever/glm52-datagen-r11-18-crosscodeeval-csharp-traces,e9a20ea,60,69,2,2,1,2,1,8,,8.0,B
penfever-traces/glm52-terminus2/exp_rpt_curriculum-easy,Penfever GLM 5.2 Terminus 2,penfever/glm52-datagen-r11-08-curriculum-easy-traces,20f5f65,56,56,2,2,2,2,2,10,,9.0,A
penfever-traces/glm52-terminus2/exp_rpt_curriculum-easy,Penfever GLM 5.2 Terminus 2,penfever/glm52-datagen-r11-08-curriculum-easy-traces,20f5f65,56,57,2,2,0,2,2,8,,9.0,A
penfever-traces/glm52-terminus2/exp_rpt_curriculum-easy,Penfever GLM 5.2 Terminus 2,penfever/glm52-datagen-r11-08-curriculum-easy-traces,20f5f65,56,58,2,2,1,2,2,9,,9.0,A
penfever-traces/glm52-terminus2/exp_rpt_curriculum-easy,Penfever GLM 5.2 Terminus 2,penfever/glm52-datagen-r11-08-curriculum-easy-traces,20f5f65,56,59,2,2,1,2,2,9,,9.0,A
penfever-traces/glm52-terminus2/exp_rpt_curriculum-easy,Penfever GLM 5.2 Terminus 2,penfever/glm52-datagen-r11-08-curriculum-easy-traces,20f5f65,56,60,2,2,1,2,1,8,,9.0,A
penfever-traces/glm52-terminus2/exp_rpt_curriculum-easy,Penfever GLM 5.2 Terminus 2,penfever/glm52-datagen-r11-08-curriculum-easy-traces,20f5f65,56,61,2,2,1,2,2,9,,9.0,A
penfever-traces/glm52-terminus2/exp_rpt_curriculum-easy,Penfever GLM 5.2 Terminus 2,penfever/glm52-datagen-r11-08-curriculum-easy-traces,20f5f65,56,62,2,2,2,2,2,10,,9.0,A
penfever-traces/glm52-terminus2/exp_rpt_curriculum-easy,Penfever GLM 5.2 Terminus 2,penfever/glm52-datagen-r11-08-curriculum-easy-traces,20f5f65,56,63,2,2,1,2,1,8,,9.0,A
penfever-traces/glm52-terminus2/exp_rpt_curriculum-easy,Penfever GLM 5.2 Terminus 2,penfever/glm52-datagen-r11-08-curriculum-easy-traces,20f5f65,56,64,2,2,2,2,2,10,,9.0,A
penfever-traces/glm52-terminus2/exp_rpt_curriculum-easy,Penfever GLM 5.2 Terminus 2,penfever/glm52-datagen-r11-08-curriculum-easy-traces,20f5f65,56,65,2,2,1,2,2,9,,9.0,A
penfever-traces/glm52-terminus2/exp_rpt_curriculum-medium,Penfever GLM 5.2 Terminus 2,penfever/glm52-datagen-r11-35-curriculum-medium-traces,19f2e1d,84,84,2,2,2,2,2,10,,8.0,B
penfever-traces/glm52-terminus2/exp_rpt_curriculum-medium,Penfever GLM 5.2 Terminus 2,penfever/glm52-datagen-r11-35-curriculum-medium-traces,19f2e1d,84,85,2,2,1,2,1,8,,8.0,B
penfever-traces/glm52-terminus2/exp_rpt_curriculum-medium,Penfever GLM 5.2 Terminus 2,penfever/glm52-datagen-r11-35-curriculum-medium-traces,19f2e1d,84,86,2,2,0,1,2,7,,8.0,B
penfever-traces/glm52-terminus2/exp_rpt_curriculum-medium,Penfever GLM 5.2 Terminus 2,penfever/glm52-datagen-r11-35-curriculum-medium-traces,19f2e1d,84,89,2,2,1,2,2,9,,8.0,B
penfever-traces/glm52-terminus2/exp_rpt_curriculum-medium,Penfever GLM 5.2 Terminus 2,penfever/glm52-datagen-r11-35-curriculum-medium-traces,19f2e1d,84,90,2,2,1,2,1,8,,8.0,B
penfever-traces/glm52-terminus2/exp_rpt_curriculum-medium,Penfever GLM 5.2 Terminus 2,penfever/glm52-datagen-r11-35-curriculum-medium-traces,19f2e1d,84,91,2,2,1,2,2,9,,8.0,B
penfever-traces/glm52-terminus2/exp_rpt_curriculum-medium,Penfever GLM 5.2 Terminus 2,penfever/glm52-datagen-r11-35-curriculum-medium-traces,19f2e1d,84,92,2,2,0,2,2,8,,8.0,B
penfever-traces/glm52-terminus2/exp_rpt_curriculum-medium,Penfever GLM 5.2 Terminus 2,penfever/glm52-datagen-r11-35-curriculum-medium-traces,19f2e1d,84,93,2,2,1,2,1,8,,8.0,B
penfever-traces/glm52-terminus2/exp_rpt_curriculum-medium,Penfever GLM 5.2 Terminus 2,penfever/glm52-datagen-r11-35-curriculum-medium-traces,19f2e1d,84,95,2,2,1,2,1,8,,8.0,B
penfever-traces/glm52-terminus2/exp_rpt_curriculum-medium,Penfever GLM 5.2 Terminus 2,penfever/glm52-datagen-r11-35-curriculum-medium-traces,19f2e1d,84,96,2,2,2,2,1,9,,8.0,B
penfever-traces/glm52-terminus2/exp_rpt_e2egit-large,Penfever GLM 5.2 Terminus 2,penfever/glm52-datagen-r11-10-e2egit-large-traces,3dc4fd2,26,26,2,2,2,2,1,9,,9.0,A
penfever-traces/glm52-terminus2/exp_rpt_e2egit-large,Penfever GLM 5.2 Terminus 2,penfever/glm52-datagen-r11-10-e2egit-large-traces,3dc4fd2,26,27,2,2,2,2,2,10,,9.0,A
penfever-traces/glm52-terminus2/exp_rpt_e2egit-large,Penfever GLM 5.2 Terminus 2,penfever/glm52-datagen-r11-10-e2egit-large-traces,3dc4fd2,26,28,2,2,2,2,2,10,,9.0,A
penfever-traces/glm52-terminus2/exp_rpt_e2egit-large,Penfever GLM 5.2 Terminus 2,penfever/glm52-datagen-r11-10-e2egit-large-traces,3dc4fd2,26,29,2,2,2,2,2,10,,9.0,A
penfever-traces/glm52-terminus2/exp_rpt_e2egit-large,Penfever GLM 5.2 Terminus 2,penfever/glm52-datagen-r11-10-e2egit-large-traces,3dc4fd2,26,30,2,2,0,2,2,8,,9.0,A
penfever-traces/glm52-terminus2/exp_rpt_e2egit-large,Penfever GLM 5.2 Terminus 2,penfever/glm52-datagen-r11-10-e2egit-large-traces,3dc4fd2,26,31,2,2,1,2,2,9,,9.0,A
penfever-traces/glm52-terminus2/exp_rpt_e2egit-large,Penfever GLM 5.2 Terminus 2,penfever/glm52-datagen-r11-10-e2egit-large-traces,3dc4fd2,26,32,2,2,2,2,1,9,,9.0,A
penfever-traces/glm52-terminus2/exp_rpt_e2egit-large,Penfever GLM 5.2 Terminus 2,penfever/glm52-datagen-r11-10-e2egit-large-traces,3dc4fd2,26,33,2,2,2,2,1,9,,9.0,A
penfever-traces/glm52-terminus2/exp_rpt_e2egit-large,Penfever GLM 5.2 Terminus 2,penfever/glm52-datagen-r11-10-e2egit-large-traces,3dc4fd2,26,34,2,2,2,2,2,10,,9.0,A
penfever-traces/glm52-terminus2/exp_rpt_e2egit-large,Penfever GLM 5.2 Terminus 2,penfever/glm52-datagen-r11-10-e2egit-large-traces,3dc4fd2,26,35,2,2,2,2,1,9,,9.0,A
penfever-traces/glm52-terminus2/exp_rpt_e2egit-v2,Penfever GLM 5.2 Terminus 2,penfever/glm52-datagen-r11-09-e2egit-traces,2c51fab,88,88,2,2,2,2,1,9,,9.0,A
penfever-traces/glm52-terminus2/exp_rpt_e2egit-v2,Penfever GLM 5.2 Terminus 2,penfever/glm52-datagen-r11-09-e2egit-traces,2c51fab,88,89,2,2,1,2,1,8,,9.0,A
penfever-traces/glm52-terminus2/exp_rpt_e2egit-v2,Penfever GLM 5.2 Terminus 2,penfever/glm52-datagen-r11-09-e2egit-traces,2c51fab,88,90,2,2,2,2,2,10,,9.0,A
penfever-traces/glm52-terminus2/exp_rpt_e2egit-v2,Penfever GLM 5.2 Terminus 2,penfever/glm52-datagen-r11-09-e2egit-traces,2c51fab,88,91,2,2,2,2,1,9,,9.0,A
penfever-traces/glm52-terminus2/exp_rpt_e2egit-v2,Penfever GLM 5.2 Terminus 2,penfever/glm52-datagen-r11-09-e2egit-traces,2c51fab,88,92,2,2,2,2,1,9,,9.0,A
penfever-traces/glm52-terminus2/exp_rpt_e2egit-v2,Penfever GLM 5.2 Terminus 2,penfever/glm52-datagen-r11-09-e2egit-traces,2c51fab,88,93,2,2,2,2,1,9,,9.0,A
penfever-traces/glm52-terminus2/exp_rpt_e2egit-v2,Penfever GLM 5.2 Terminus 2,penfever/glm52-datagen-r11-09-e2egit-traces,2c51fab,88,94,2,2,0,2,1,7,,9.0,A
penfever-traces/glm52-terminus2/exp_rpt_e2egit-v2,Penfever GLM 5.2 Terminus 2,penfever/glm52-datagen-r11-09-e2egit-traces,2c51fab,88,95,2,2,1,2,1,8,,9.0,A
penfever-traces/glm52-terminus2/exp_rpt_e2egit-v2,Penfever GLM 5.2 Terminus 2,penfever/glm52-datagen-r11-09-e2egit-traces,2c51fab,88,96,2,2,1,2,2,9,,9.0,A
penfever-traces/glm52-terminus2/exp_rpt_e2egit-v2,Penfever GLM 5.2 Terminus 2,penfever/glm52-datagen-r11-09-e2egit-traces,2c51fab,88,97,2,2,2,2,1,9,,9.0,A
penfever-traces/glm52-terminus2/exp_rpt_nemotron-cpp-v2,Penfever GLM 5.2 Terminus 2,penfever/glm52-datagen-r11-36-nemotron-cpp-traces,2c05b57,33,33,2,2,0,2,1,7,,7.0,B
penfever-traces/glm52-terminus2/exp_rpt_nemotron-cpp-v2,Penfever GLM 5.2 Terminus 2,penfever/glm52-datagen-r11-36-nemotron-cpp-traces,2c05b57,33,35,2,2,0,2,1,7,,7.0,B
penfever-traces/glm52-terminus2/exp_rpt_nemotron-cpp-v2,Penfever GLM 5.2 Terminus 2,penfever/glm52-datagen-r11-36-nemotron-cpp-traces,2c05b57,33,36,2,2,0,2,1,7,,7.0,B
penfever-traces/glm52-terminus2/exp_rpt_nemotron-cpp-v2,Penfever GLM 5.2 Terminus 2,penfever/glm52-datagen-r11-36-nemotron-cpp-traces,2c05b57,33,37,2,2,0,2,1,7,,7.0,B
penfever-traces/glm52-terminus2/exp_rpt_nemotron-cpp-v2,Penfever GLM 5.2 Terminus 2,penfever/glm52-datagen-r11-36-nemotron-cpp-traces,2c05b57,33,38,2,2,0,2,1,7,,7.0,B
penfever-traces/glm52-terminus2/exp_rpt_nemotron-cpp-v2,Penfever GLM 5.2 Terminus 2,penfever/glm52-datagen-r11-36-nemotron-cpp-traces,2c05b57,33,39,2,2,0,2,1,7,,7.0,B
penfever-traces/glm52-terminus2/exp_rpt_nemotron-cpp-v2,Penfever GLM 5.2 Terminus 2,penfever/glm52-datagen-r11-36-nemotron-cpp-traces,2c05b57,33,40,2,2,0,2,1,7,,7.0,B
penfever-traces/glm52-terminus2/exp_rpt_nemotron-cpp-v2,Penfever GLM 5.2 Terminus 2,penfever/glm52-datagen-r11-36-nemotron-cpp-traces,2c05b57,33,41,2,2,0,2,2,8,,7.0,B
penfever-traces/glm52-terminus2/exp_rpt_nemotron-cpp-v2,Penfever GLM 5.2 Terminus 2,penfever/glm52-datagen-r11-36-nemotron-cpp-traces,2c05b57,33,42,2,2,0,2,1,7,,7.0,B
penfever-traces/glm52-terminus2/exp_rpt_nemotron-cpp-v2,Penfever GLM 5.2 Terminus 2,penfever/glm52-datagen-r11-36-nemotron-cpp-traces,2c05b57,33,43,2,2,0,2,1,7,,7.0,B
penfever-traces/glm52-terminus2/exp_rpt_stack-pytest-large-v2,Penfever GLM 5.2 Terminus 2,penfever/glm52-datagen-r11-38-stack-pytest-large-v2-traces,d485d89,32,32,2,2,0,2,2,8,,9.0,A
penfever-traces/glm52-terminus2/exp_rpt_stack-pytest-large-v2,Penfever GLM 5.2 Terminus 2,penfever/glm52-datagen-r11-38-stack-pytest-large-v2-traces,d485d89,32,33,2,2,2,2,1,9,,9.0,A
penfever-traces/glm52-terminus2/exp_rpt_stack-pytest-large-v2,Penfever GLM 5.2 Terminus 2,penfever/glm52-datagen-r11-38-stack-pytest-large-v2-traces,d485d89,32,34,2,2,0,1,2,7,,9.0,A
penfever-traces/glm52-terminus2/exp_rpt_stack-pytest-large-v2,Penfever GLM 5.2 Terminus 2,penfever/glm52-datagen-r11-38-stack-pytest-large-v2-traces,d485d89,32,35,2,2,2,2,1,9,,9.0,A
penfever-traces/glm52-terminus2/exp_rpt_stack-pytest-large-v2,Penfever GLM 5.2 Terminus 2,penfever/glm52-datagen-r11-38-stack-pytest-large-v2-traces,d485d89,32,36,2,2,2,2,2,10,,9.0,A
penfever-traces/glm52-terminus2/exp_rpt_stack-pytest-large-v2,Penfever GLM 5.2 Terminus 2,penfever/glm52-datagen-r11-38-stack-pytest-large-v2-traces,d485d89,32,37,2,2,2,2,1,9,,9.0,A
penfever-traces/glm52-terminus2/exp_rpt_stack-pytest-large-v2,Penfever GLM 5.2 Terminus 2,penfever/glm52-datagen-r11-38-stack-pytest-large-v2-traces,d485d89,32,38,2,2,0,2,1,7,,9.0,A
penfever-traces/glm52-terminus2/exp_rpt_stack-pytest-large-v2,Penfever GLM 5.2 Terminus 2,penfever/glm52-datagen-r11-38-stack-pytest-large-v2-traces,d485d89,32,39,2,2,2,2,1,9,,9.0,A
penfever-traces/glm52-terminus2/exp_rpt_stack-pytest-large-v2,Penfever GLM 5.2 Terminus 2,penfever/glm52-datagen-r11-38-stack-pytest-large-v2-traces,d485d89,32,40,2,2,1,2,1,8,,9.0,A
penfever-traces/glm52-terminus2/exp_rpt_stack-pytest-large-v2,Penfever GLM 5.2 Terminus 2,penfever/glm52-datagen-r11-38-stack-pytest-large-v2-traces,d485d89,32,41,2,2,2,2,1,9,,9.0,A
penfever-traces/glm52-terminus2/exp_rpt_stack-pytest-v2,Penfever GLM 5.2 Terminus 2,penfever/glm52-datagen-r11-39-stack-pytest-v2-traces,d241909,69,69,2,2,1,2,1,8,,9.0,A
penfever-traces/glm52-terminus2/exp_rpt_stack-pytest-v2,Penfever GLM 5.2 Terminus 2,penfever/glm52-datagen-r11-39-stack-pytest-v2-traces,d241909,69,70,2,2,0,1,2,7,,9.0,A
penfever-traces/glm52-terminus2/exp_rpt_stack-pytest-v2,Penfever GLM 5.2 Terminus 2,penfever/glm52-datagen-r11-39-stack-pytest-v2-traces,d241909,69,71,2,2,2,2,1,9,,9.0,A
penfever-traces/glm52-terminus2/exp_rpt_stack-pytest-v2,Penfever GLM 5.2 Terminus 2,penfever/glm52-datagen-r11-39-stack-pytest-v2-traces,d241909,69,72,2,2,2,2,2,10,,9.0,A
penfever-traces/glm52-terminus2/exp_rpt_stack-pytest-v2,Penfever GLM 5.2 Terminus 2,penfever/glm52-datagen-r11-39-stack-pytest-v2-traces,d241909,69,73,2,2,1,2,2,9,,9.0,A
penfever-traces/glm52-terminus2/exp_rpt_stack-pytest-v2,Penfever GLM 5.2 Terminus 2,penfever/glm52-datagen-r11-39-stack-pytest-v2-traces,d241909,69,74,2,2,1,2,2,9,,9.0,A
penfever-traces/glm52-terminus2/exp_rpt_stack-pytest-v2,Penfever GLM 5.2 Terminus 2,penfever/glm52-datagen-r11-39-stack-pytest-v2-traces,d241909,69,75,2,2,2,2,2,10,,9.0,A
penfever-traces/glm52-terminus2/exp_rpt_stack-pytest-v2,Penfever GLM 5.2 Terminus 2,penfever/glm52-datagen-r11-39-stack-pytest-v2-traces,d241909,69,76,2,2,1,2,2,9,,9.0,A
penfever-traces/glm52-terminus2/exp_rpt_stack-pytest-v2,Penfever GLM 5.2 Terminus 2,penfever/glm52-datagen-r11-39-stack-pytest-v2-traces,d241909,69,77,2,2,1,2,2,9,,9.0,A
penfever-traces/glm52-terminus2/exp_rpt_stack-pytest-v2,Penfever GLM 5.2 Terminus 2,penfever/glm52-datagen-r11-39-stack-pytest-v2-traces,d241909,69,78,2,2,1,2,1,8,,9.0,A
penfever-traces/glm52-terminus2/exp_rpt_unitsyn-python-v3,Penfever GLM 5.2 Terminus 2,penfever/glm52-datagen-r11-13-unitsyn-traces,00faddb,21,21,2,2,2,2,1,9,,8.0,B
penfever-traces/glm52-terminus2/exp_rpt_unitsyn-python-v3,Penfever GLM 5.2 Terminus 2,penfever/glm52-datagen-r11-13-unitsyn-traces,00faddb,21,22,2,2,1,2,1,8,,8.0,B
penfever-traces/glm52-terminus2/exp_rpt_unitsyn-python-v3,Penfever GLM 5.2 Terminus 2,penfever/glm52-datagen-r11-13-unitsyn-traces,00faddb,21,23,2,2,1,2,2,9,,8.0,B
penfever-traces/glm52-terminus2/exp_rpt_unitsyn-python-v3,Penfever GLM 5.2 Terminus 2,penfever/glm52-datagen-r11-13-unitsyn-traces,00faddb,21,24,2,2,1,2,1,8,,8.0,B
penfever-traces/glm52-terminus2/exp_rpt_unitsyn-python-v3,Penfever GLM 5.2 Terminus 2,penfever/glm52-datagen-r11-13-unitsyn-traces,00faddb,21,25,2,2,1,1,2,8,,8.0,B
penfever-traces/glm52-terminus2/exp_rpt_unitsyn-python-v3,Penfever GLM 5.2 Terminus 2,penfever/glm52-datagen-r11-13-unitsyn-traces,00faddb,21,26,2,2,2,2,2,10,,8.0,B
penfever-traces/glm52-terminus2/exp_rpt_unitsyn-python-v3,Penfever GLM 5.2 Terminus 2,penfever/glm52-datagen-r11-13-unitsyn-traces,00faddb,21,27,2,2,1,2,2,9,,8.0,B
penfever-traces/glm52-terminus2/exp_rpt_unitsyn-python-v3,Penfever GLM 5.2 Terminus 2,penfever/glm52-datagen-r11-13-unitsyn-traces,00faddb,21,28,2,2,0,2,1,7,,8.0,B
penfever-traces/glm52-terminus2/exp_rpt_unitsyn-python-v3,Penfever GLM 5.2 Terminus 2,penfever/glm52-datagen-r11-13-unitsyn-traces,00faddb,21,29,2,2,1,1,2,8,,8.0,B
penfever-traces/glm52-terminus2/exp_rpt_unitsyn-python-v3,Penfever GLM 5.2 Terminus 2,penfever/glm52-datagen-r11-13-unitsyn-traces,00faddb,21,30,2,2,1,2,1,8,,8.0,B
penfever-traces/glm52-terminus2/nemotron-gym-agent-calendar,Penfever GLM 5.2 Terminus 2,penfever/glm52-datagen-r11-17-agent-calendar-traces,f75ec2a,14,14,2,2,1,2,2,9,,9.0,A
penfever-traces/glm52-terminus2/nemotron-gym-agent-calendar,Penfever GLM 5.2 Terminus 2,penfever/glm52-datagen-r11-17-agent-calendar-traces,f75ec2a,14,15,2,2,1,2,2,9,,9.0,A
penfever-traces/glm52-terminus2/nemotron-gym-agent-calendar,Penfever GLM 5.2 Terminus 2,penfever/glm52-datagen-r11-17-agent-calendar-traces,f75ec2a,14,16,2,2,1,2,2,9,,9.0,A
penfever-traces/glm52-terminus2/nemotron-gym-agent-calendar,Penfever GLM 5.2 Terminus 2,penfever/glm52-datagen-r11-17-agent-calendar-traces,f75ec2a,14,17,2,2,0,2,2,8,,9.0,A
penfever-traces/glm52-terminus2/nemotron-gym-agent-calendar,Penfever GLM 5.2 Terminus 2,penfever/glm52-datagen-r11-17-agent-calendar-traces,f75ec2a,14,18,2,2,0,2,2,8,,9.0,A
penfever-traces/glm52-terminus2/nemotron-gym-agent-calendar,Penfever GLM 5.2 Terminus 2,penfever/glm52-datagen-r11-17-agent-calendar-traces,f75ec2a,14,19,2,2,1,2,2,9,,9.0,A
penfever-traces/glm52-terminus2/nemotron-gym-agent-calendar,Penfever GLM 5.2 Terminus 2,penfever/glm52-datagen-r11-17-agent-calendar-traces,f75ec2a,14,20,2,2,1,2,2,9,,9.0,A
penfever-traces/glm52-terminus2/nemotron-gym-agent-calendar,Penfever GLM 5.2 Terminus 2,penfever/glm52-datagen-r11-17-agent-calendar-traces,f75ec2a,14,21,2,2,1,2,2,9,,9.0,A
